Date	Start time	Leadtext	name	org name	episode nr	Season number	Widescreen (16:9)	Duration (minutes)	Parental rating	B-line	Category	Country of Origin	Production Year	Genre	Logline	Synopsis this episode	Guests this episode	Synopsis	Cast	Director	Guest	Host	Commentator	Voice	Rerun	Extra information	Unique ID	Category Num	Last episode this season	HD
	21:00		Hyˆkk‰ys poliisiasemalle 13	Assault on Precinct 13			X	109	12	USA/Ranska toimintadraama 2005	ELOKUVAT	Yhdysvallat, Ranska	2005	Toiminta/Rikos/Draama/Trilleri	Uutuusversio John Carpenterin vuoden 1976 elokuvasta. On uudenvuodenyˆ. Poliisi Jack Roenick on vastuussa lakkautettavasta poliisiasemasta, jonne lumimyrskyn takia pys‰htyy vankeja kuljettava auto.			Ethan Hawke ja Laurence Fishburne ovat p‰‰osissa t‰ss‰ John Carpenterin vuoden 1976 elokuvan uudessa filmatisoinnissa. Hawken esitt‰m‰ poliisi Jack Roenick on vastuussa lakkautettavasta poliisiasemasta, jonne lumimyrskyn takia pys‰htyy vankeja kuljettava auto. Yksi kyydiss‰ olijoista on pel‰tty rikospomo. Pian asemalle hyˆkk‰‰ joukko raskaasti aseistettuja miehi‰, ja poliisit ja vangit joutuvat yhdess‰ taistelemaan henkens‰ puolesta.	Ethan Hawke (Jake Roenick), Laurence Fishburne (Marion Bishop), Ja Rule (Smiley), Maria Bello (Alex Sabian), Peter Bryant (Ted Halloway) 	Jean-FranÁois Richet							73915	1		false
	23:00		Silent House 	Silent House				85	15	USA/Ranska kauhu 2011	ELOKUVAT	Iso-Britannia	2011	Kauhu/Trilleri	Kauhuelokuva nuoresta naisesta, joka j‰‰ loukkuun syrj‰iseen kes‰mˆkkiin eik‰ saa yhteytt‰ ulkomaailmaan. Talossa ja sen ymp‰rill‰ alkaa tapahtua pahaenteisi‰ asioita. USA/Ranska 2011.			Kauhuelokuva nuoresta naisesta, joka j‰‰ loukkuun syrj‰iseen kes‰mˆkkiin eik‰ saa yhteytt‰ ulkomaailmaan. Talossa ja sen ymp‰rill‰ alkaa tapahtua pahaenteisi‰ asioita. USA/Ranska 2011.		Chris Kentis, Laura Lau							1958595	1		false
	00:59		END	END							UUTISET/AJANKOHTAISOHJELMAT																157381	2		false
2013-04-04	05:00		Panttivanki	Hostage				113	15	USA/Saksa toiminta 2005	ELOKUVAT	Yhdysvallat, Saksa	2005	Toiminta/Rikos/Draama/Trilleri	Pikkukaupunkiin poliisiksi vet‰ytynyt Jeff Talley joutuu selvittelem‰‰n panttivankitilannetta, joka vaarantaa myˆs h‰nen oman vaimonsa ja tytt‰rens‰ hengen.			Pikkukaupunkiin poliisiksi vet‰ytynyt Jeff Talley joutuu selvittelem‰‰n panttivankitilannetta, joka vaarantaa myˆs h‰nen oman vaimonsa ja tytt‰rens‰ hengen.	Bruce Willis (Jeff Talley), Kevin Pollak (Walter Smith), Jimmy Bennett (Tommy Smith), Michelle Horn (Jennifer Smith), Ben Foster (Mars Krupcheck) 	Florent Emilio Siri							79402	1		false
	07:00		The Hole	The Hole				92	15	USA trilleri 2009	ELOKUVAT	Yhdysvallat	2009	Seikkailu/Fantasia/Trilleri	Fantasiatrilleri veljeksist‰, jotka lˆyt‰v‰t talonsa kellarista salaper‰isen aukon, joka johtaa heid‰n pelkojensa ja painajaistensa pimeimpiin k‰yt‰viin. USA 2009.			Fantasiatrilleri veljeksist‰, jotka lˆyt‰v‰t talonsa kellarista salaper‰isen aukon, joka johtaa heid‰n pelkojensa ja painajaistensa pimeimpiin k‰yt‰viin. USA 2009. 	Chris Massoglia (Dane), Haley Bennett (Julie), Nathan Gamble (Lucas), Teri Polo (Susan), Bruce Dern (Creepy Carl) 	Joe Dante							1965255	1		false
	09:00		Sahara	Sahara				124	15	USA/Espanja/Saksa seikkailu 2005	ELOKUVAT	Yhdysvallat, Espanja, Saksa	2005	Toiminta/Seikkailu/Komedia	Seikkailija Dirk Pitt l‰htee L‰nsi-Afrikan aavikolle etsim‰‰n sis‰llissodan aikana kadonnutta taistelulaivaa ja auttaa samalla avustusj‰rjestˆn l‰‰k‰ri‰ j‰ljitt‰m‰‰n tappavaa virusta.			Seikkailija Dirk Pitt l‰htee L‰nsi-Afrikan aavikolle etsim‰‰n sis‰llissodan aikana kadonnutta taistelulaivaa ja auttaa samalla avustusj‰rjestˆn l‰‰k‰ri‰ j‰ljitt‰m‰‰n tappavaa virusta.	Matthew McConaughey (Dirk Pitt), PenÈlope Cruz (Eva Rojas), Jude Akuwidike (Imam), Rakie Ayola (Mrs. Nwokolo), Robert Cavanah (Captain Tombs) 								79500	1		false
	11:00		Kill the Irishman	Kill the Irishman			X	106	15	USA trilleri 2011	ELOKUVAT	Yhdysvallat	2011	Rikos/Trilleri	Tositarinaan perustuva trilleri Danny Greene -nimisest‰ irlantilaisesta roistosta, joka toimi mafian k‰tyrin‰ 1970-luvulla Clevelandissa. Rooleissa mm. Christopher Walken ja Val Kilmer. USA 2011.			Tositarinaan perustuva trilleri Danny Greene -nimisest‰ irlantilaisesta roistosta, joka toimi mafian k‰tyrin‰ 1970-luvulla Clevelandissa. Rooleissa mm. Christopher Walken ja Val Kilmer. USA 2011.	Ray Stevenson (Danny Greene), Christopher Walken (Alex "Shondor" Birns), Val Kilmer (Joe Manditsk), Linda Cardellini (Joan Madigan), Vincent D'Onofrio (John Nardi) 	Jonathan Hensleigh							1918296	1		false
	13:00		Butterfly on a Wheel	Butterfly on a Wheel				89	15	USA/Kanada trilleri 2007	ELOKUVAT	Kanada, Iso-Britannia	2007	Rikos/Draama/Trilleri	Neil ja Abby Warner el‰v‰t amerikkalaista unelmaa, kunnes heid‰n suloinen Sophie-tytt‰rens‰ kidnapataan. Sieppaajalla ei ole mit‰‰n menetett‰v‰‰, ja Neil ja Abby ovat t‰ysin miehen armoilla.			Neil ja Abby Warner el‰v‰t amerikkalaista unelmaa, kunnes heid‰n suloinen Sophie-tytt‰rens‰ kidnapataan. Sieppaajalla ei ole mit‰‰n menetett‰v‰‰, ja Neil ja Abby ovat t‰ysin miehen armoilla.	Pierce Brosnan (Tom Ryan), Maria Bello (Abby Randall), Gerard Butler (Neil Randall), Claudette Mink (Judy), Chris Astoyan (Daniel) 								124102	1		false
	15:00		Birthday Girl - unohtumaton yll‰tys	Birthday Girl				93	15	USA/Britannia draamakomedia 2001	ELOKUVAT	Yhdysvallat, Iso-Britannia	2001	Komedia/Draama	Nicole Kidman on ven‰l‰inen Nadja, jonka englantilainen pankkiiri tilaa itselleen vaimoksi. J‰rjestely ei kuitenkaan ole niin viaton kuin milt‰ se n‰ytt‰‰.			John (Ben Chaplin) on lempe‰ pankkiiri, jota ei onnista rakkaudessa. H‰n kyll‰styy odottamaan el‰m‰ns‰ naista ja tilaa Internet-palvelusta ven‰l‰isen morsiamen. T‰m‰ on salaper‰inen Nadja. Sitten Nadjan ven‰l‰iset "serkut" Juri ja Aleksei ilmestyv‰t yll‰tt‰en Nadjan syntym‰p‰iville. Johnin el‰m‰ menee mullin mallin, kun h‰nelle selvi‰‰ totuus suhteesta. H‰n joutuu el‰m‰ns‰ seikkailuun.	Nicole Kidman (Sophia), Ben Chaplin (John), Vincent Cassel (Alexei), Mathieu Kassovitz (Yuri), Kate Lynn Evans (Clare), Alexander Armstrong (Robert Moseley) 								28693	1		false
	17:00		Awakening	The Awakening					15	Britannia kauhu 2011	ELOKUVAT		2011	Draama/Kauhu	Dominic West ja Rebecca Hall n‰yttelev‰t t‰ss‰ ensimm‰isen maailmansodan j‰lkimaininkeihin sijoittuvassa kauhuelokuvassa, jossa kadonneita ihmisi‰ alkaa yll‰tt‰en ilmaantua. Britannia 2011.			Dominic West ja Rebecca Hall n‰yttelev‰t t‰ss‰ ensimm‰isen maailmansodan j‰lkimaininkeihin sijoittuvassa kauhuelokuvassa, jossa kadonneita ihmisi‰ alkaa yll‰tt‰en ilmaantua. Britannia 2011.		Nick Murphy							2007874	1		false
	19:00		Anakonda	Anaconda			X	105	12	USA trilleri 1997	ELOKUVAT	Yhdysvallat	1997	Seikkailu/Kauhu/Trilleri	Jon Voightin, Jennifer Lopezin ja Eric Stolzin t‰hditt‰m‰ trilleri, jossa legendaarista intiaaniheimoa etsiv‰ kuvausryhm‰ tˆrm‰‰kin ihmisi‰ syˆv‰‰n hirviˆˆn. USA 1997.			Jon Voightin, Jennifer Lopezin ja Eric Stolzin t‰hditt‰m‰ trilleri, jossa legendaarista intiaaniheimoa etsiv‰ kuvausryhm‰ tˆrm‰‰kin ihmisi‰ syˆv‰‰n hirviˆˆn. USA 1997.	Eric Stoltz (Dr. Steven Cale), Jon Voight (Paul Sarone), Jennifer Lopez (Terri Flores), Ice Cube (Danny Rich), Jonathan Hyde (Warren Westridge) 	Luis Llosa							6837	1		false
	21:00		Returner	Returner				112	15	Japani scifi-trilleri 2003	ELOKUVAT	Japani	2003	Toiminta/Scifi/Trilleri	Avaruushyˆkk‰ys uhkaa tuhota ihmiskunnan. Nuori japanilainen Milly palaa vuodesta 2084 vuoteen 2002 est‰m‰‰n tuhoisan sodan. Apunaan h‰nell‰ on tokiolainen taistelulajien taitaja Miyamoto.			Avaruushyˆkk‰ys uhkaa tuhota ihmiskunnan. Nuori japanilainen Milly palaa vuodesta 2084 vuoteen 2002 est‰m‰‰n tuhoisan sodan. Apunaan h‰nell‰ on tokiolainen taistelulajien taitaja Miyamoto.	Takeshi Kaneshiro (Miyamoto), Anne Suzuki (Milly), Kirin Kiki (Xie), Goro Kishitani (Mizoguchi), Dean Harrington (Dr. Brown) 								55200	1		false
	23:00		Panttivanki	Hostage				113	15	USA/Saksa toiminta 2005	ELOKUVAT	Yhdysvallat, Saksa	2005	Toiminta/Rikos/Draama/Trilleri	Pikkukaupunkiin poliisiksi vet‰ytynyt Jeff Talley joutuu selvittelem‰‰n panttivankitilannetta, joka vaarantaa myˆs h‰nen oman vaimonsa ja tytt‰rens‰ hengen.			Pikkukaupunkiin poliisiksi vet‰ytynyt Jeff Talley joutuu selvittelem‰‰n panttivankitilannetta, joka vaarantaa myˆs h‰nen oman vaimonsa ja tytt‰rens‰ hengen.	Bruce Willis (Jeff Talley), Kevin Pollak (Walter Smith), Jimmy Bennett (Tommy Smith), Michelle Horn (Jennifer Smith), Ben Foster (Mars Krupcheck) 	Florent Emilio Siri							79402	1		false
	00:59		END	END							UUTISET/AJANKOHTAISOHJELMAT																157381	2		false
2013-04-05	05:00		Scream 4	Scream 4			X	111	15	USA kauhutrilleri 2011	ELOKUVAT	Yhdysvallat	2011	Kauhu/Mysteeri/Trilleri	On kulunut kymmenen vuotta. Sidney Prescott (Neve Campbell) on toipunut kokemuksistaan kirjoittamalla kirjan, mutta vanha tuttu naamarimurhaaja palaa vainoamaan h‰nt‰. USA 2011.			On kulunut kymmenen vuotta. Sidney Prescott (Neve Campbell) on toipunut kokemuksistaan kirjoittamalla kirjan, mutta vanha tuttu naamarimurhaaja palaa vainoamaan h‰nt‰. USA 2011.	David Arquette (Sheriff Dewey Riley), Neve Campbell (Sidney Prescott), Courteney Cox (Gale Weathers-Riley), Emma Roberts (Jill Roberts), Hayden Panettiere (Kirby Reed) 	Wes Craven							1867678	1		false
	07:00		Hellboy	Hellboy				117	U	USA toiminta 2004	ELOKUVAT	Yhdysvallat	2004	Toiminta/Seikkailu/Kauhu/Scifi	Natsien k‰sist‰ pelastettu paholainen vaihtaa puolta ja ryhtyy taistelemaan pimeyden voimia vastaan.			Natsien k‰sist‰ pelastettu paholainen vaihtaa puolta ja ryhtyy taistelemaan pimeyden voimia vastaan.	Ron Perlman (Hellboy), John Hurt (Trevor 'Broom' Bruttenholm), Selma Blair (Liz Sherman), Rupert Evans (John Myers), Karel Roden (Grigori Rasputin), Jeffrey Tambor (Tom Manning) 	Guillermo del Toro							75358	1		false
	09:00		Awakening	The Awakening					15	Britannia kauhu 2011	ELOKUVAT		2011	Draama/Kauhu	Dominic West ja Rebecca Hall n‰yttelev‰t t‰ss‰ ensimm‰isen maailmansodan j‰lkimaininkeihin sijoittuvassa kauhuelokuvassa, jossa kadonneita ihmisi‰ alkaa yll‰tt‰en ilmaantua. Britannia 2011.			Dominic West ja Rebecca Hall n‰yttelev‰t t‰ss‰ ensimm‰isen maailmansodan j‰lkimaininkeihin sijoittuvassa kauhuelokuvassa, jossa kadonneita ihmisi‰ alkaa yll‰tt‰en ilmaantua. Britannia 2011.		Nick Murphy							2007874	1		false
	11:00		Birthday Girl - unohtumaton yll‰tys	Birthday Girl				93	15	USA/Britannia draamakomedia 2001	ELOKUVAT	Yhdysvallat, Iso-Britannia	2001	Komedia/Draama	Nicole Kidman on ven‰l‰inen Nadja, jonka englantilainen pankkiiri tilaa itselleen vaimoksi. J‰rjestely ei kuitenkaan ole niin viaton kuin milt‰ se n‰ytt‰‰.			John (Ben Chaplin) on lempe‰ pankkiiri, jota ei onnista rakkaudessa. H‰n kyll‰styy odottamaan el‰m‰ns‰ naista ja tilaa Internet-palvelusta ven‰l‰isen morsiamen. T‰m‰ on salaper‰inen Nadja. Sitten Nadjan ven‰l‰iset "serkut" Juri ja Aleksei ilmestyv‰t yll‰tt‰en Nadjan syntym‰p‰iville. Johnin el‰m‰ menee mullin mallin, kun h‰nelle selvi‰‰ totuus suhteesta. H‰n joutuu el‰m‰ns‰ seikkailuun.	Nicole Kidman (Sophia), Ben Chaplin (John), Vincent Cassel (Alexei), Mathieu Kassovitz (Yuri), Kate Lynn Evans (Clare), Alexander Armstrong (Robert Moseley) 								28693	1		false
	13:00		Anakonda	Anaconda			X	105	12	USA trilleri 1997	ELOKUVAT	Yhdysvallat	1997	Seikkailu/Kauhu/Trilleri	Jon Voightin, Jennifer Lopezin ja Eric Stolzin t‰hditt‰m‰ trilleri, jossa legendaarista intiaaniheimoa etsiv‰ kuvausryhm‰ tˆrm‰‰kin ihmisi‰ syˆv‰‰n hirviˆˆn. USA 1997.			Jon Voightin, Jennifer Lopezin ja Eric Stolzin t‰hditt‰m‰ trilleri, jossa legendaarista intiaaniheimoa etsiv‰ kuvausryhm‰ tˆrm‰‰kin ihmisi‰ syˆv‰‰n hirviˆˆn. USA 1997.	Eric Stoltz (Dr. Steven Cale), Jon Voight (Paul Sarone), Jennifer Lopez (Terri Flores), Ice Cube (Danny Rich), Jonathan Hyde (Warren Westridge) 	Luis Llosa							6837	1		false
	15:00		The Double	The Double			X		15	USA rikosdraama 2011	ELOKUVAT	Yhdysvallat	2011	Rikos/Draama/Mysteeri	Richard Gere esitt‰‰ t‰ss‰ rikosdraamassa entist‰ CIA-agenttia, joka alkaa tutkia nuoren FBI-agentin (Topher Grace) kanssa er‰‰n senaattorin kummallista murhaa. USA 2011.			Richard Gere esitt‰‰ t‰ss‰ rikosdraamassa entist‰ CIA-agenttia, joka alkaa tutkia nuoren FBI-agentin (Topher Grace) kanssa er‰‰n senaattorin kummallista murhaa. USA 2011.	Topher Grace (Ben Geary), Richard Gere (Paul Shepardson), Martin Sheene (Tom Highland), Tamer Hassan (Bozlovski), Stephen Moyer (Brutus) 	Michael Brandt							1972984	1		false
	17:00		Passion Play	Passion Play			X	94	15	USA draama 2011	ELOKUVAT	Yhdysvallat	2011	Draama/Romantiikka	Intohimoa ja toimintaa pursuava draama armottomista gangstereista, el‰ht‰neest‰ jazz-muusikosta ja upeasta tanssitytˆst‰. P‰‰osissa Mickey Rourke, Megan Fox ja Bill Murray. USA 2011.			Intohimoa ja toimintaa pursuava draama armottomista gangstereista, el‰ht‰neest‰ jazz-muusikosta ja upeasta tanssitytˆst‰. P‰‰osissa Mickey Rourke, Megan Fox ja Bill Murray. USA 2011.	Mickey Rourke (Nate Pole), Megan Fox (Lily Luster), Bill Muray (Happy Shannon), Kelly Lynch (Harriet), Rhys Ifans (Sam Adamo) 	Mitch Glazer							1941860	1		false
	19:00		Tower Heist	Tower Heist				104	12	USA toimintakomedia 2011	ELOKUVAT	Yhdysvallat	2011	Toiminta/Komedia	Ben Stillerin, Eddie Murphyn ja monen muun huippun‰yttelij‰n t‰hditt‰m‰ toimintakomedia tavallisista duunareista, jotka p‰‰tt‰v‰t kostaa heit‰ huijanneelle miljon‰‰rille. USA 2011.			Ben Stillerin, Eddie Murphyn ja monen muun huippun‰yttelij‰n t‰hditt‰m‰ toimintakomedia tavallisista duunareista, jotka p‰‰tt‰v‰t kostaa heit‰ huijanneelle miljon‰‰rille. USA 2011.	Ben Stiller (Josh Kovaks), Eddie Murphy (Slide), Casey Affleck (Charlie), Alan Alda (Arthur Shaw), Matthew Broderick (Mr. Fitzhugh) 	Brett Ratner							2031300	1		false
	21:00		The Debt	The Debt				113	15	USA trilleri 2011	ELOKUVAT	Yhdysvallat	2010	Draama/Trilleri	Helen Mirren ja Tom Wilkinson esitt‰v‰t t‰ss‰ vakoilutrilleriss‰ Israelin tiedustelupalvelun Mossadin entisi‰ agentteja, jotka kuulevat j‰rkytt‰vi‰ uutisia ex-kollegastaan Davidista. USA 2011.			Helen Mirren ja Tom Wilkinson esitt‰v‰t t‰ss‰ vakoilutrilleriss‰ Israelin tiedustelupalvelun Mossadin entisi‰ agentteja, jotka kuulevat j‰rkytt‰vi‰ uutisia ex-kollegastaan Davidista. USA 2011.	Helen Mirren (Rachel Singer), Tom Wilkinson (Stephan Gold), Ciar·n Hinds (David Peretz), Jessica Chastain (Young Rachel), Sam Worthington (Young David) 	John Madden							2027362	1		false
	23:00		Scream 4	Scream 4			X	111	15	USA kauhutrilleri 2011	ELOKUVAT	Yhdysvallat	2011	Kauhu/Mysteeri/Trilleri	On kulunut kymmenen vuotta. Sidney Prescott (Neve Campbell) on toipunut kokemuksistaan kirjoittamalla kirjan, mutta vanha tuttu naamarimurhaaja palaa vainoamaan h‰nt‰. USA 2011.			On kulunut kymmenen vuotta. Sidney Prescott (Neve Campbell) on toipunut kokemuksistaan kirjoittamalla kirjan, mutta vanha tuttu naamarimurhaaja palaa vainoamaan h‰nt‰. USA 2011.	David Arquette (Sheriff Dewey Riley), Neve Campbell (Sidney Prescott), Courteney Cox (Gale Weathers-Riley), Emma Roberts (Jill Roberts), Hayden Panettiere (Kirby Reed) 	Wes Craven							1867678	1		false
	00:59		END	END							UUTISET/AJANKOHTAISOHJELMAT																157381	2		false
2013-04-06	05:00		Lakeview Terrace - tarkkailun alla	Lakeview Terrace			X	106	15	USA trilleri 2008	ELOKUVAT	Yhdysvallat	2008	Rikos/Trilleri	Monirotuisia suhteita karsastava karkea poliisi Abel Turner (Samuel L. Jackson) alkaa vainota naapuriinsa muuttanutta pariskuntaa, mutta nuoripari p‰‰tt‰‰ iske‰ takaisin. USA 2008.			Monirotuisia suhteita karsastava karkea poliisi Abel Turner (Samuel L. Jackson) alkaa vainota naapuriinsa muuttanutta pariskuntaa, mutta nuoripari p‰‰tt‰‰ iske‰ takaisin. USA 2008.	Samuel L. Jackson (Abel Turner), Patrick Wilson (Chris Mattson), Kerry Washington (Lisa Mattson), Ron Glass (Harold Perreau), Justin Chambers (Donnie Eaton) 	Neil LaBute							1639849	1		false
	07:00		The Debt	The Debt				113	15	USA trilleri 2011	ELOKUVAT	Yhdysvallat	2010	Draama/Trilleri	Helen Mirren ja Tom Wilkinson esitt‰v‰t t‰ss‰ vakoilutrilleriss‰ Israelin tiedustelupalvelun Mossadin entisi‰ agentteja, jotka kuulevat j‰rkytt‰vi‰ uutisia ex-kollegastaan Davidista. USA 2011.			Helen Mirren ja Tom Wilkinson esitt‰v‰t t‰ss‰ vakoilutrilleriss‰ Israelin tiedustelupalvelun Mossadin entisi‰ agentteja, jotka kuulevat j‰rkytt‰vi‰ uutisia ex-kollegastaan Davidista. USA 2011.	Helen Mirren (Rachel Singer), Tom Wilkinson (Stephan Gold), Ciar·n Hinds (David Peretz), Jessica Chastain (Young Rachel), Sam Worthington (Young David) 	John Madden							2027362	1		false
	09:00		Passion Play	Passion Play			X	94	15	USA draama 2011	ELOKUVAT	Yhdysvallat	2011	Draama/Romantiikka	Intohimoa ja toimintaa pursuava draama armottomista gangstereista, el‰ht‰neest‰ jazz-muusikosta ja upeasta tanssitytˆst‰. P‰‰osissa Mickey Rourke, Megan Fox ja Bill Murray. USA 2011.			Intohimoa ja toimintaa pursuava draama armottomista gangstereista, el‰ht‰neest‰ jazz-muusikosta ja upeasta tanssitytˆst‰. P‰‰osissa Mickey Rourke, Megan Fox ja Bill Murray. USA 2011.	Mickey Rourke (Nate Pole), Megan Fox (Lily Luster), Bill Muray (Happy Shannon), Kelly Lynch (Harriet), Rhys Ifans (Sam Adamo) 	Mitch Glazer							1941860	1		false
	11:00		The Double	The Double			X		15	USA rikosdraama 2011	ELOKUVAT	Yhdysvallat	2011	Rikos/Draama/Mysteeri	Richard Gere esitt‰‰ t‰ss‰ rikosdraamassa entist‰ CIA-agenttia, joka alkaa tutkia nuoren FBI-agentin (Topher Grace) kanssa er‰‰n senaattorin kummallista murhaa. USA 2011.			Richard Gere esitt‰‰ t‰ss‰ rikosdraamassa entist‰ CIA-agenttia, joka alkaa tutkia nuoren FBI-agentin (Topher Grace) kanssa er‰‰n senaattorin kummallista murhaa. USA 2011.	Topher Grace (Ben Geary), Richard Gere (Paul Shepardson), Martin Sheene (Tom Highland), Tamer Hassan (Bozlovski), Stephen Moyer (Brutus) 	Michael Brandt							1972984	1		false
	13:00		Tower Heist	Tower Heist				104	12	USA toimintakomedia 2011	ELOKUVAT	Yhdysvallat	2011	Toiminta/Komedia	Ben Stillerin, Eddie Murphyn ja monen muun huippun‰yttelij‰n t‰hditt‰m‰ toimintakomedia tavallisista duunareista, jotka p‰‰tt‰v‰t kostaa heit‰ huijanneelle miljon‰‰rille. USA 2011.			Ben Stillerin, Eddie Murphyn ja monen muun huippun‰yttelij‰n t‰hditt‰m‰ toimintakomedia tavallisista duunareista, jotka p‰‰tt‰v‰t kostaa heit‰ huijanneelle miljon‰‰rille. USA 2011.	Ben Stiller (Josh Kovaks), Eddie Murphy (Slide), Casey Affleck (Charlie), Alan Alda (Arthur Shaw), Matthew Broderick (Mr. Fitzhugh) 	Brett Ratner							2031300	1		false
	15:00		Source Code	Source Code			X	93	12	USA/Ranska toiminta 2011	ELOKUVAT	Yhdysvallat, Ranska	2011	Mysteeri/Scifi/Trilleri	Jake Gyllenhaalin t‰hditt‰m‰ toimintaelokuva sotilaasta, joka her‰‰ tuntemattoman miehen ruumiissa ja saa tiet‰‰ osallistuvansa Chicagon paikallisjunan r‰j‰ytt‰j‰n j‰ljitt‰miseen. USA/Ranska 2011.			Jake Gyllenhaalin t‰hditt‰m‰ toimintaelokuva sotilaasta, joka her‰‰ tuntemattoman miehen ruumiissa ja saa tiet‰‰ osallistuvansa Chicagon paikallisjunan r‰j‰ytt‰j‰n j‰ljitt‰miseen. USA/Ranska 2011.	Jake Gyllenhaal (Cpt. Colter Stevens), Michelle Monaghan (Christina Warren), Vera Farmiga (Cpt. Colleen Goodwin), Jeffrey Wright (Dr. Rutledge), Russell Peters (Max Denoff) 	Duncan Jones							1917636	1		false
	17:00		Tieto	Knowing			X	121	15	USA/Britannia toiminta 2009	ELOKUVAT	Yhdysvallat, Iso-Britannia, Australia	2009	Draama/Scifi/Trilleri	Nicolas Cagen t‰hditt‰m‰ toimintaelokuva astrofyysikosta, joka saa pojaltaan 50 vuotta aiemmin kirjoitetun lapun, jonka numerot kertovat menneist‰ katastrofeista. Nyt on estett‰v‰ tulevat. USA 2009.			Nicolas Cagen t‰hditt‰m‰ toimintaelokuva astrofyysikosta, joka saa pojaltaan 50 vuotta aiemmin kirjoitetun lapun, jonka numerot kertovat menneist‰ katastrofeista. Nyt on estett‰v‰ tulevat. USA 2009.	Nicolas Cage (John Koestler), Rose Byrne (Diana Wayland), Chandler Canterbury (Caleb Koestler), Lara Robinson (Abby/Lucinda), Nadia Townsend (Grace Koestler) 	Alex Proyas							1643855	1		false
	19:00		ƒl‰ pelk‰‰ pime‰‰	Don't Be Afraid of the Dark				99	15	USA/Australia/Meksiko kauhu 2010	ELOKUVAT	Yhdysvallat, Meksiko, Australia	2010	Kauhu/Trilleri	Guy Pearcen ja Katie Holmesin t‰hditt‰m‰ kauhuelokuva, jossa pieni Sally-tyttˆ seikkailee is‰ns‰ kartanon kellarissa ja tulee vapauttaneeksi salaper‰isi‰ olioita. USA/Meksiko 2010.			Guy Pearcen ja Katie Holmesin t‰hditt‰m‰ kauhuelokuva, jossa pieni Sally-tyttˆ seikkailee is‰ns‰ kartanon kellarissa ja tulee vapauttaneeksi salaper‰isi‰ olioita. USA/Meksiko 2010.		Troy Nixey							1999674	1		false
	21:00		Dream House	Dream House				92	15	USA trilleri 2011	ELOKUVAT	Yhdysvallat	2011	Draama/Mysteeri/Trilleri	Trilleri viihtyis‰‰n pikkukaupunkiin muuttaneesta pariskunnasta, joka saa tiet‰‰, ett‰ heid‰n upeassa kodissaan on tehty raaka murha. P‰‰osissa Daniel Craig, Naomi Watts ja Rachel Weisz. USA 2011.			Trilleri viihtyis‰‰n pikkukaupunkiin muuttaneesta pariskunnasta, joka saa tiet‰‰, ett‰ heid‰n upeassa kodissaan on tehty raaka murha. P‰‰osissa Daniel Craig, Naomi Watts ja Rachel Weisz. USA 2011.	Daniel Craig (Will Atenton), Rachel Weisz (Libby), Naomi Watts (Ann Patterson), Marton Csokas (Jack Patterson), Elias Koteas (Boyce) 	Jim Sheridan							1967351	1		false
	23:00		Lakeview Terrace - tarkkailun alla	Lakeview Terrace			X	106	15	USA trilleri 2008	ELOKUVAT	Yhdysvallat	2008	Rikos/Trilleri	Monirotuisia suhteita karsastava karkea poliisi Abel Turner (Samuel L. Jackson) alkaa vainota naapuriinsa muuttanutta pariskuntaa, mutta nuoripari p‰‰tt‰‰ iske‰ takaisin. USA 2008.			Monirotuisia suhteita karsastava karkea poliisi Abel Turner (Samuel L. Jackson) alkaa vainota naapuriinsa muuttanutta pariskuntaa, mutta nuoripari p‰‰tt‰‰ iske‰ takaisin. USA 2008.	Samuel L. Jackson (Abel Turner), Patrick Wilson (Chris Mattson), Kerry Washington (Lisa Mattson), Ron Glass (Harold Perreau), Justin Chambers (Donnie Eaton) 	Neil LaBute							1639849	1		false
	00:59		END	END							UUTISET/AJANKOHTAISOHJELMAT																157381	2		false
2013-04-07	05:00		Apollo 18	Apollo 18				86	15	USA kauhu 2011	ELOKUVAT	Yhdysvallat	2011	Kauhu/Scifi/Trilleri	Kauhutarina kahdesta amerikkalaisesta astronautista, jotka l‰hetettiin suorittamaan salaista teht‰v‰‰ Kuuhun. Operaatio meni kuitenkin pahasti pieleen. USA 2011.			Kauhutarina kahdesta amerikkalaisesta astronautista, jotka l‰hetettiin suorittamaan salaista teht‰v‰‰ Kuuhun. Operaatio meni kuitenkin pahasti pieleen. USA 2011.	Warren Christie (Ben Anderson), Lloyd Owen (Nate Walker), Ryan Robbins (John Grey), Michael Kopsa (Deputy Secretary of Defense), Andrew Airlie (Mission Control) 	Gonzalo LÛpez-Gallego							1971619	1		false
	07:00		Kunniaton	Infamous				118	15	USA draama 2006	ELOKUVAT	Yhdysvallat	2006	Draama	T‰htien t‰yteinen draama, jossa Truman Capote lukee vuoden 1959 marraskuussa kansasilaisen perheen murhasta. H‰n kirjoittaa tapauksen pohjalta kirjan ja yst‰vystyy yhden murhaajan kanssa. USA 2006.			Truman Capote lukee vuoden 1959 marraskuussa kansasilaisen perheen murhasta ja innostuu tutkimaan tapausta. H‰n kirjoittaa sen pohjalta kirjan ja yst‰vystyy yhden murhaajan kanssa.	Sigourney Weaver (Babe Paley), Toby Jones (Truman Capote), Gwyneth Paltrow (Kitty Dean), Isabella Rossellini (Marella Agnelli), Sandra Bullock (Nelle Harper Lee), Daniel Craig (Perry Smith) 								124170	1		false
